,Airline,Airline ID,Source Airport,Destination Airport,Codeshare,Stops,Equipment,source_airport_idx,dest_airport_idx
527,3O,9818,CMN,MPL,,0,320,224,228
528,3O,9818,CMN,SAW,,0,320,224,231
529,3O,9818,CMN,TLS,,0,320,224,232
530,3O,9818,CMN,TSF,,0,320,224,234
531,3O,9818,CUF,CMN,,0,320,225,224
532,3O,9818,FEZ,MPL,,0,320,226,228
533,3O,9818,LGW,CMN,,0,320,134,224
534,3O,9818,LGW,TNG,,0,320,134,233
535,3O,9818,LYS,CMN,,0,320,227,224
536,3O,9818,MPL,CMN,,0,320,228,224
537,3O,9818,MPL,FEZ,,0,320,228,226
538,3O,9818,MPL,NDR,,0,320,228,229
539,3O,9818,NDR,AMS,,0,320,229,219
540,3O,9818,NDR,BCN,,0,320,229,129
541,3O,9818,NDR,BRU,,0,320,229,222
542,3O,9818,NDR,CGN,,0,320,229,223
543,3O,9818,NDR,MPL,,0,320,229,228
544,3O,9818,NDR,PMI,,0,320,229,230
545,3O,9818,PMI,NDR,,0,320,230,229
546,3O,9818,SAW,CMN,,0,320,231,224
547,3O,9818,TLS,CMN,,0,320,232,224
548,3O,9818,TNG,AMS,,0,320,233,219
549,3O,9818,TNG,BCN,,0,320,233,129
550,3O,9818,TNG,BRU,,0,320,233,222
551,3O,9818,TNG,LGW,,0,320,233,134
552,3O,9818,TSF,CMN,,0,320,234,224
553,3P,5002,AUA,LSP,,0,SH6,235,238
554,3P,5002,AUA,MAR,,0,SH6,235,239
555,3P,5002,BON,CUR,,0,SH6,236,237
556,3P,5002,CUR,AUA,,0,SH6,237,235
557,3P,5002,LSP,AUA,,0,SH6,238,235
558,3P,5002,MAR,AUA,,0,SH6,239,235
559,3R,3545,ASF,DME,,0,SU9,0,2
560,3R,3545,ASF,LED,,0,SU9,0,7
561,3R,3545,BHK,DME,,0,734,240,2
562,3R,3545,DME,ASF,,0,SU9,2,0
563,3R,3545,DME,BHK,,0,734,2,240
564,3R,3545,DME,EGO,,0,SU9,2,3
565,3R,3545,DME,FEG,,0,734,2,241
566,3R,3545,DME,KSQ,,0,734,2,242
567,3R,3545,DME,NMA,,0,734,2,243
568,3R,3545,DME,NVI,,0,734,2,244
569,3R,3545,DME,SKD,,0,734,2,245
570,3R,3545,DME,TIV,,0,SU9 73G,2,246
571,3R,3545,EGO,DME,,0,SU9,3,2
572,3R,3545,FEG,DME,,0,734,241,2
573,3R,3545,KSQ,DME,,0,734,242,2
574,3R,3545,LED,ASF,,0,SU9,7,0
575,3R,3545,NMA,DME,,0,734,243,2
576,3R,3545,NVI,DME,,0,734,244,2
577,3R,3545,SKD,DME,,0,734,245,2
578,3R,3545,TIV,DME,,0,SU9 73G,246,2
579,3S,11741,ANU,PTP,,0,AT5,247,251
580,3S,11741,CAY,FDF,,0,320,248,250
581,3S,11741,CUR,SDQ,,0,AT5,237,253
582,3S,11741,DOM,PTP,,0,AT5,249,251
583,3S,11741,DOM,SXM,,0,AT5,249,256
584,3S,11741,FDF,CAY,,0,320,250,248
585,3S,11741,FDF,PTP,,0,AT5 320,250,251
586,3S,11741,FDF,SDQ,,0,AT5,250,253
587,3S,11741,FDF,SLU,,0,AT5,250,255
588,3S,11741,PTP,ANU,,0,AT5,251,247
589,3S,11741,PTP,DOM,,0,AT5,251,249
590,3S,11741,PTP,FDF,,0,AT5 320,251,250
591,3S,11741,PTP,SBH,,0,DHT,251,252
592,3S,11741,PTP,SDQ,,0,AT5,251,253
593,3S,11741,PTP,SFG,,0,AT5,251,254
594,3S,11741,PTP,SXM,,0,AT5,251,256
595,3S,11741,SBH,PTP,,0,DHT,252,251
596,3S,11741,SDQ,PTP,,0,AT5,253,251
597,3S,11741,SDQ,SXM,,0,AT5,253,256
598,3S,11741,SFG,PTP,,0,AT5,254,251
599,3S,11741,SLU,FDF,,0,AT5,255,250
600,3S,11741,SXM,DOM,,0,AT5,256,249
601,3S,11741,SXM,PTP,,0,AT5,256,251
602,3S,11741,SXM,SDQ,,0,AT5,256,253
603,3U,4608,BHY,XIY,,0,321,257,325
604,3U,4608,CAN,CKG,,0,321 320,258,261
605,3U,4608,CAN,CTU,,0,321 320 330,258,263
606,3U,4608,CAN,SPN,,0,330,258,308
607,3U,4608,CGO,CGQ,,0,321,259,260
608,3U,4608,CGO,CKG,,0,321,259,261
609,3U,4608,CGO,CTU,,0,321,259,263
610,3U,4608,CGO,HGH,,0,320,259,166
611,3U,4608,CGO,HRB,,0,320,259,276
612,3U,4608,CGO,KMG,,0,320,259,286
613,3U,4608,CGO,URC,,0,320,259,318
614,3U,4608,CGQ,CGO,,0,321,260,259
615,3U,4608,CGQ,NKG,,0,320,260,299
616,3U,4608,CGQ,TNA,,0,321,260,313
617,3U,4608,CGQ,TSN,,0,320 319,260,315
618,3U,4608,CKG,CAN,,0,321 320,261,258
619,3U,4608,CKG,CGO,,0,321,261,259
620,3U,4608,CKG,CSX,,0,319 321,261,262
621,3U,4608,CKG,CTU,,0,330,261,263
622,3U,4608,CKG,CZX,,0,320,261,264
623,3U,4608,CKG,DLC,,0,320,261,267
624,3U,4608,CKG,DYG,,0,320,261,270
625,3U,4608,CKG,HAK,,0,319,261,165
626,3U,4608,CKG,HGH,,0,320 319,261,166
627,3U,4608,CKG,HKT,,0,321,261,168
628,3U,4608,CKG,INC,,0,321,261,278
629,3U,4608,CKG,KHN,,0,319,261,285
630,3U,4608,CKG,KMG,,0,319 320,261,286
631,3U,4608,CKG,LHW,,0,319 321,261,290
632,3U,4608,CKG,LJG,,0,319,261,291
633,3U,4608,CKG,LXA,,0,319,261,293
634,3U,4608,CKG,NGB,,0,319,261,298
635,3U,4608,CKG,NKG,,0,319,261,299
636,3U,4608,CKG,NNG,,0,319,261,300
637,3U,4608,CKG,PEK,,0,321 319 320,261,303
638,3U,4608,CKG,PVG,,0,320 319,261,304
639,3U,4608,CKG,PZI,,0,319,261,305
640,3U,4608,CKG,SWA,,0,319,261,178
641,3U,4608,CKG,SYD,,0,330,261,309
642,3U,4608,CKG,SYX,,0,320,261,310
643,3U,4608,CKG,SZX,,0,320,261,311
644,3U,4608,CKG,TNA,,0,321,261,313
645,3U,4608,CKG,TSA,,0,320,261,314
646,3U,4608,CKG,TSN,,0,319,261,315
647,3U,4608,CKG,TYN,,0,321,261,317
648,3U,4608,CKG,URC,,0,320,261,318
649,3U,4608,CKG,WUH,,0,319,261,321
650,3U,4608,CKG,WUX,,0,319,261,322
651,3U,4608,CKG,XIY,,0,319,261,325
652,3U,4608,CKG,XNN,,0,320,261,327
653,3U,4608,CKG,YIH,,0,319,261,330
654,3U,4608,CKG,ZHA,,0,319,261,333
655,3U,4608,CSX,CKG,,0,319 321,262,261
656,3U,4608,CSX,CTU,,0,320,262,263
657,3U,4608,CSX,FOC,,0,320,262,271
658,3U,4608,CSX,KMG,,0,320,262,286
659,3U,4608,CSX,SHE,,0,320,262,306
660,3U,4608,CSX,WNZ,,0,319,262,320
661,3U,4608,CSX,XMN,,0,321,262,326
662,3U,4608,CTU,CAN,,0,321 320 330,263,258
663,3U,4608,CTU,CGO,,0,321,263,259
664,3U,4608,CTU,CKG,,0,330,263,261
665,3U,4608,CTU,CSX,,0,320,263,262
666,3U,4608,CTU,DCY,,0,319,263,266
667,3U,4608,CTU,DSN,,0,319,263,269
668,3U,4608,CTU,HAK,,0,321,263,165
669,3U,4608,CTU,HDG,,0,319,263,273
670,3U,4608,CTU,HET,,0,320,263,274
671,3U,4608,CTU,HFE,,0,321,263,275
672,3U,4608,CTU,HGH,,0,320 319,263,166
673,3U,4608,CTU,HKG,,0,320,263,167
674,3U,4608,CTU,HKT,,0,321,263,168
675,3U,4608,CTU,ICN,,0,321,263,277
676,3U,4608,CTU,INC,,0,321,263,278
677,3U,4608,CTU,JHG,,0,319,263,280
678,3U,4608,CTU,JIQ,,0,320,263,281
679,3U,4608,CTU,JZH,,0,319,263,283
680,3U,4608,CTU,KHN,,0,321,263,285
681,3U,4608,CTU,KMG,,0,320,263,286
682,3U,4608,CTU,KOW,,0,320,263,287
683,3U,4608,CTU,KWE,,0,320,263,288
684,3U,4608,CTU,LHW,,0,319,263,290
685,3U,4608,CTU,LJG,,0,319,263,291
686,3U,4608,CTU,LUM,,0,319,263,292
687,3U,4608,CTU,LXA,,0,330 319,263,293
688,3U,4608,CTU,LZY,,0,319,263,295
689,3U,4608,CTU,MEL,,0,330,263,296
690,3U,4608,CTU,NKG,,0,319 320,263,299
691,3U,4608,CTU,NNG,,0,319 320,263,300
692,3U,4608,CTU,PEK,,0,330 321 320,263,303
693,3U,4608,CTU,PVG,,0,321 330,263,304
694,3U,4608,CTU,PZI,,0,319,263,305
695,3U,4608,CTU,SHE,,0,330,263,306
696,3U,4608,CTU,SJW,,0,320,263,307
697,3U,4608,CTU,SYX,,0,321,263,310
698,3U,4608,CTU,SZX,,0,320 321,263,311
699,3U,4608,CTU,TAO,,0,321,263,312
700,3U,4608,CTU,TNA,,0,321,263,313
701,3U,4608,CTU,TSA,,0,320,263,314
702,3U,4608,CTU,TSN,,0,321,263,315
703,3U,4608,CTU,TYN,,0,319,263,317
704,3U,4608,CTU,URC,,0,319 330,263,318
705,3U,4608,CTU,WNZ,,0,320,263,320
706,3U,4608,CTU,WUH,,0,319,263,321
707,3U,4608,CTU,WUX,,0,320,263,322
708,3U,4608,CTU,WXN,,0,319,263,323
709,3U,4608,CTU,XIC,,0,320,263,324
710,3U,4608,CTU,XIY,,0,320 319,263,325
711,3U,4608,CTU,XMN,,0,320,263,326
712,3U,4608,CTU,XNN,,0,320,263,327
713,3U,4608,CTU,XUZ,,0,320,263,328
714,3U,4608,CTU,YIH,,0,320,263,330
715,3U,4608,CTU,YTY,,0,319,263,331
716,3U,4608,CZX,CKG,,0,320,264,261
717,3U,4608,CZX,HRB,,0,321,264,276
718,3U,4608,CZX,XMN,,0,321,264,326
719,3U,4608,CZX,ZUH,,0,320,264,335
720,3U,4608,DAT,TYN,,0,319,265,317
721,3U,4608,DCY,CTU,,0,319,266,263
722,3U,4608,DLC,CKG,,0,320,267,261
723,3U,4608,DLC,HGH,,0,320,267,166
724,3U,4608,DLC,HRB,,0,320,267,276
725,3U,4608,DLC,TNA,,0,321,267,313
726,3U,4608,DLC,XUZ,,0,320,267,328
727,3U,4608,DNH,LHW,,0,319,268,290
728,3U,4608,DSN,CTU,,0,319,269,263
729,3U,4608,DSN,SHE,,0,319,269,306
730,3U,4608,DYG,CKG,,0,320,270,261
731,3U,4608,DYG,NKG,,0,319,270,299
732,3U,4608,FOC,CSX,,0,320,271,262
733,3U,4608,FOC,XIY,,0,319,271,325
734,3U,4608,GXH,LXA,,0,319,272,293
735,3U,4608,GXH,XIY,,0,319,272,325
736,3U,4608,HAK,CKG,,0,319,165,261
737,3U,4608,HAK,CTU,,0,321,165,263
738,3U,4608,HAK,HGH,,0,320,165,166
739,3U,4608,HAK,NGB,,0,321,165,298
740,3U,4608,HAK,ZUH,,0,320,165,335
741,3U,4608,HDG,CTU,,0,319,273,263
742,3U,4608,HET,CTU,,0,320,274,263
743,3U,4608,HFE,CTU,,0,321,275,263
744,3U,4608,HGH,CGO,,0,320,166,259
745,3U,4608,HGH,CKG,,0,320 319,166,261
746,3U,4608,HGH,CTU,,0,319 320,166,263
747,3U,4608,HGH,DLC,,0,320,166,267
748,3U,4608,HGH,HAK,,0,320,166,165
749,3U,4608,HGH,KWE,,0,320,166,288
750,3U,4608,HGH,TSN,,0,320,166,315
751,3U,4608,HGH,TYN,,0,320,166,317
752,3U,4608,HKG,CTU,,0,320,167,263
753,3U,4608,HKG,YIH,,0,320,167,330
754,3U,4608,HKG,ZHA,,0,319,167,333
755,3U,4608,HKT,CKG,,0,321,168,261
756,3U,4608,HKT,CTU,,0,321,168,263
757,3U,4608,HRB,CGO,,0,320,276,259
758,3U,4608,HRB,CZX,,0,321,276,264
759,3U,4608,HRB,DLC,,0,320,276,267
760,3U,4608,HRB,INC,,0,321,276,278
761,3U,4608,HRB,NGB,,0,321,276,298
762,3U,4608,HRB,NKG,,0,319,276,299
763,3U,4608,HRB,NZH,,0,321,276,302
764,3U,4608,HRB,SJW,,0,321,276,307
765,3U,4608,HRB,TNA,,0,320 321,276,313
766,3U,4608,HRB,TSN,,0,321,276,315
767,3U,4608,HRB,WNZ,,0,321,276,320
768,3U,4608,HRB,WUH,,0,321,276,321
769,3U,4608,HRB,XIY,,0,321,276,325
770,3U,4608,HRB,XUZ,,0,320 321,276,328
771,3U,4608,ICN,CTU,,0,321,277,263
772,3U,4608,INC,CKG,,0,321,278,261
773,3U,4608,INC,CTU,,0,321,278,263
774,3U,4608,INC,HRB,,0,321,278,276
775,3U,4608,INC,KWL,,0,320,278,289
776,3U,4608,JGN,LHW,,0,319,279,290
777,3U,4608,JHG,CTU,,0,319,280,263
778,3U,4608,JHG,KMG,,0,319,280,286
779,3U,4608,JIQ,CTU,,0,320,281,263
780,3U,4608,JJN,KWE,,0,320,282,288
781,3U,4608,JJN,WUH,,0,319,282,321
782,3U,4608,JZH,CTU,,0,319,283,263
783,3U,4608,KHG,URC,,0,319,284,318
784,3U,4608,KHN,CKG,,0,319,285,261
785,3U,4608,KHN,CTU,,0,321,285,263
786,3U,4608,KHN,KMG,,0,319,285,286
787,3U,4608,KHN,NGB,,0,321,285,298
788,3U,4608,KMG,CGO,,0,320,286,259
789,3U,4608,KMG,CKG,,0,319 320,286,261
790,3U,4608,KMG,CSX,,0,320,286,262
791,3U,4608,KMG,CTU,,0,320,286,263
792,3U,4608,KMG,JHG,,0,319,286,280
793,3U,4608,KMG,KHN,,0,319,286,285
794,3U,4608,KMG,KWE,,0,320,286,288
795,3U,4608,KMG,LUM,,0,319,286,292
796,3U,4608,KMG,NGB,,0,320,286,298
797,3U,4608,KMG,NKG,,0,320,286,299
798,3U,4608,KMG,TAO,,0,320,286,312
799,3U,4608,KMG,TNA,,0,320,286,313
800,3U,4608,KMG,TPE,,0,320,286,179
801,3U,4608,KMG,WXN,,0,320,286,323
802,3U,4608,KMG,XIY,,0,320,286,325
803,3U,4608,KMG,XMN,,0,320,286,326
804,3U,4608,KMG,XUZ,,0,320,286,328
805,3U,4608,KOW,CTU,,0,320,287,263
806,3U,4608,KOW,XMN,,0,320,287,326
807,3U,4608,KWE,CTU,,0,320,288,263
808,3U,4608,KWE,HGH,,0,320,288,166
809,3U,4608,KWE,JJN,,0,320,288,282
810,3U,4608,KWE,KMG,,0,320,288,286
811,3U,4608,KWE,LHW,,0,321,288,290
812,3U,4608,KWE,SYX,,0,321,288,310
813,3U,4608,KWE,WNZ,,0,320,288,320
814,3U,4608,KWE,XUZ,,0,321,288,328
815,3U,4608,KWL,INC,,0,320,289,278
816,3U,4608,KWL,SJW,,0,321,289,307
817,3U,4608,KWL,SYX,,0,320,289,310
818,3U,4608,LHW,CKG,,0,319 321,290,261
819,3U,4608,LHW,CTU,,0,319,290,263
820,3U,4608,LHW,DNH,,0,319,290,268
821,3U,4608,LHW,JGN,,0,319,290,279
822,3U,4608,LHW,KWE,,0,321,290,288
823,3U,4608,LHW,TSN,,0,321,290,315
824,3U,4608,LJG,CKG,,0,319,291,261
825,3U,4608,LJG,CTU,,0,319,291,263
826,3U,4608,LJG,MIG,,0,319,291,297
827,3U,4608,LUM,CTU,,0,319,292,263
828,3U,4608,LUM,KMG,,0,319,292,286
829,3U,4608,LXA,CKG,,0,319,293,261
830,3U,4608,LXA,CTU,,0,330 319,293,263
831,3U,4608,LXA,GXH,,0,319,293,272
832,3U,4608,LXA,XIY,,0,319,293,325
833,3U,4608,LXA,XNN,,0,319,293,327
834,3U,4608,LYI,XIY,,0,319 320,294,325
835,3U,4608,LZY,CTU,,0,319,295,263
836,3U,4608,MEL,CTU,,0,330,296,263
837,3U,4608,MIG,LJG,,0,319,297,291
838,3U,4608,MIG,NKG,,0,319,297,299
839,3U,4608,MIG,SYX,,0,320,297,310
840,3U,4608,MIG,XNN,,0,320,297,327
841,3U,4608,NGB,CKG,,0,319,298,261
842,3U,4608,NGB,HAK,,0,321,298,165
843,3U,4608,NGB,HRB,,0,321,298,276
844,3U,4608,NGB,KHN,,0,321,298,285
845,3U,4608,NGB,KMG,,0,320,298,286
846,3U,4608,NGB,SHE,,0,321,298,306
847,3U,4608,NGB,SYX,,0,321,298,310
848,3U,4608,NKG,CGQ,,0,320,299,260
849,3U,4608,NKG,CKG,,0,319,299,261
850,3U,4608,NKG,CTU,,0,319 320,299,263
851,3U,4608,NKG,DYG,,0,319,299,270
852,3U,4608,NKG,HRB,,0,319,299,276
853,3U,4608,NKG,KMG,,0,320,299,286
854,3U,4608,NKG,MIG,,0,319,299,297
855,3U,4608,NKG,SYX,,0,320,299,310
856,3U,4608,NNG,CKG,,0,319,300,261
857,3U,4608,NNG,CTU,,0,319 320,300,263
858,3U,4608,NNG,SGN,,0,320,300,176
859,3U,4608,NNG,WUH,,0,321,300,321
860,3U,4608,NTG,WUH,,0,319,301,321
861,3U,4608,NZH,HRB,,0,321,302,276
862,3U,4608,PEK,CKG,,0,319 321 320,303,261
863,3U,4608,PEK,CTU,,0,321 320 330,303,263
864,3U,4608,PEK,WXN,,0,320,303,323
865,3U,4608,PEK,ZHY,,0,320,303,334
866,3U,4608,PVG,CKG,,0,320 319,304,261
867,3U,4608,PVG,CTU,,0,330 321,304,263
868,3U,4608,PVG,SPN,,0,330,304,308
869,3U,4608,PZI,CKG,,0,319,305,261
870,3U,4608,PZI,CTU,,0,319,305,263
871,3U,4608,SGN,NNG,,0,320,176,300
872,3U,4608,SHE,CSX,,0,320,306,262
873,3U,4608,SHE,CTU,,0,330,306,263
874,3U,4608,SHE,DSN,,0,319,306,269
875,3U,4608,SHE,NGB,,0,321,306,298
876,3U,4608,SHE,TYN,,0,321,306,317
877,3U,4608,SHE,XUZ,,0,320,306,328
878,3U,4608,SHE,YVR,,0,330,306,332
879,3U,4608,SJW,CTU,,0,320,307,263
880,3U,4608,SJW,HRB,,0,321,307,276
881,3U,4608,SJW,KWL,,0,321,307,289
882,3U,4608,SPN,CAN,,0,330,308,258
883,3U,4608,SPN,PVG,,0,330,308,304
884,3U,4608,SWA,CKG,,0,319,178,261
885,3U,4608,SYD,CKG,,0,330,309,261
886,3U,4608,SYX,CKG,,0,320,310,261
887,3U,4608,SYX,CTU,,0,321,310,263
888,3U,4608,SYX,KWE,,0,321,310,288
889,3U,4608,SYX,KWL,,0,320,310,289
890,3U,4608,SYX,MIG,,0,320,310,297
891,3U,4608,SYX,NGB,,0,321,310,298
892,3U,4608,SYX,NKG,,0,320,310,299
893,3U,4608,SYX,TNA,,0,321,310,313
894,3U,4608,SYX,WNZ,,0,321,310,320
895,3U,4608,SYX,YBP,,0,319,310,329
896,3U,4608,SZX,CKG,,0,320,311,261
897,3U,4608,SZX,CTU,,0,320 321,311,263
898,3U,4608,SZX,WXN,,0,319,311,323
899,3U,4608,TAO,CTU,,0,321,312,263
900,3U,4608,TAO,KMG,,0,320,312,286
901,3U,4608,TNA,CGQ,,0,321,313,260
902,3U,4608,TNA,CKG,,0,321,313,261
903,3U,4608,TNA,CTU,,0,321,313,263
904,3U,4608,TNA,DLC,,0,321,313,267
905,3U,4608,TNA,HRB,,0,320 321,313,276
906,3U,4608,TNA,KMG,,0,320,313,286
907,3U,4608,TNA,SYX,,0,321,313,310
908,3U,4608,TNA,XIY,,0,320,313,325
909,3U,4608,TPE,KMG,,0,320,179,286
910,3U,4608,TSA,CKG,,0,320,314,261
911,3U,4608,TSA,CTU,,0,320,314,263
912,3U,4608,TSN,CGQ,,0,320 319,315,260
913,3U,4608,TSN,CKG,,0,319,315,261
914,3U,4608,TSN,CTU,,0,321,315,263
915,3U,4608,TSN,HGH,,0,320,315,166
916,3U,4608,TSN,HRB,,0,321,315,276
917,3U,4608,TSN,LHW,,0,321,315,290
918,3U,4608,TVS,TYN,,0,319,316,317
919,3U,4608,TYN,CKG,,0,321,317,261
920,3U,4608,TYN,CTU,,0,319,317,263
921,3U,4608,TYN,DAT,,0,319,317,265
922,3U,4608,TYN,HGH,,0,320,317,166
923,3U,4608,TYN,SHE,,0,321,317,306
924,3U,4608,TYN,TVS,,0,319,317,316
925,3U,4608,URC,CGO,,0,320,318,259
926,3U,4608,URC,CKG,,0,320,318,261
927,3U,4608,URC,CTU,,0,319 330,318,263
928,3U,4608,URC,KHG,,0,319,318,284
929,3U,4608,URC,XIY,,0,319,318,325
930,3U,4608,UYN,XIY,,0,319,319,325
931,3U,4608,WNZ,CSX,,0,319,320,262
932,3U,4608,WNZ,CTU,,0,320,320,263
933,3U,4608,WNZ,HRB,,0,321,320,276
934,3U,4608,WNZ,KWE,,0,320,320,288
935,3U,4608,WNZ,SYX,,0,321,320,310
936,3U,4608,WUH,CKG,,0,319,321,261
937,3U,4608,WUH,CTU,,0,319,321,263
938,3U,4608,WUH,HRB,,0,321,321,276
939,3U,4608,WUH,JJN,,0,319,321,282
940,3U,4608,WUH,NNG,,0,321,321,300
941,3U,4608,WUH,NTG,,0,319,321,301
942,3U,4608,WUX,CKG,,0,319,322,261
943,3U,4608,WUX,CTU,,0,320,322,263
944,3U,4608,WXN,CTU,,0,319,323,263
945,3U,4608,WXN,KMG,,0,320,323,286
946,3U,4608,WXN,PEK,,0,320,323,303
947,3U,4608,WXN,SZX,,0,319,323,311
948,3U,4608,XIC,CTU,,0,320,324,263
949,3U,4608,XIY,BHY,,0,321,325,257
950,3U,4608,XIY,CKG,,0,319,325,261
951,3U,4608,XIY,CTU,,0,320 319,325,263
952,3U,4608,XIY,FOC,,0,319,325,271
953,3U,4608,XIY,GXH,,0,319,325,272
954,3U,4608,XIY,HRB,,0,321,325,276
955,3U,4608,XIY,KMG,,0,320,325,286
956,3U,4608,XIY,LXA,,0,319,325,293
957,3U,4608,XIY,LYI,,0,319 320,325,294
958,3U,4608,XIY,TNA,,0,320,325,313
959,3U,4608,XIY,URC,,0,319,325,318
960,3U,4608,XIY,UYN,,0,319,325,319
961,3U,4608,XIY,XMN,,0,319,325,326
962,3U,4608,XIY,XNN,,0,319,325,327
963,3U,4608,XIY,YBP,,0,319,325,329
964,3U,4608,XMN,CSX,,0,321,326,262
965,3U,4608,XMN,CTU,,0,320,326,263
966,3U,4608,XMN,CZX,,0,321,326,264
967,3U,4608,XMN,KMG,,0,320,326,286
968,3U,4608,XMN,KOW,,0,320,326,287
969,3U,4608,XMN,XIY,,0,319,326,325
970,3U,4608,XNN,CKG,,0,320,327,261
971,3U,4608,XNN,CTU,,0,320,327,263
972,3U,4608,XNN,LXA,,0,319,327,293
973,3U,4608,XNN,MIG,,0,320,327,297
974,3U,4608,XNN,XIY,,0,319,327,325
975,3U,4608,XNN,ZHY,,0,320,327,334
976,3U,4608,XUZ,CTU,,0,320,328,263
977,3U,4608,XUZ,DLC,,0,320,328,267
978,3U,4608,XUZ,HRB,,0,320 321,328,276
979,3U,4608,XUZ,KMG,,0,320,328,286
980,3U,4608,XUZ,KWE,,0,321,328,288
981,3U,4608,XUZ,SHE,,0,320,328,306
982,3U,4608,YBP,SYX,,0,319,329,310
983,3U,4608,YBP,XIY,,0,319,329,325
984,3U,4608,YIH,CKG,,0,319,330,261
985,3U,4608,YIH,CTU,,0,320,330,263
986,3U,4608,YIH,HKG,,0,320,330,167
987,3U,4608,YTY,CTU,,0,319,331,263
988,3U,4608,YVR,SHE,,0,330,332,306
989,3U,4608,ZHA,CKG,,0,319,333,261
990,3U,4608,ZHA,HKG,,0,319,333,167
991,3U,4608,ZHY,PEK,,0,320,334,303
992,3U,4608,ZHY,XNN,,0,320,334,327
993,3U,4608,ZUH,CZX,,0,320,335,264
994,3U,4608,ZUH,HAK,,0,320,335,165
995,4B,20565,LAS,LAX,,0,PL2,336,337
996,4B,20565,LAX,LAS,,0,PL2,337,336
997,4D,442,CAI,TLV,,0,E70,338,339
998,4D,442,TLV,CAI,,0,E70,339,338
999,4E,\N,MCG,NIB,,0,PAG,340,341
1000,4E,\N,MCG,TCT,,0,PAG,340,342
1001,4E,\N,NIB,MCG,,0,PAG,341,340
1002,4E,\N,TCT,TLJ,,0,PAG,342,343
1003,4E,\N,TLJ,MCG,,0,PAG,343,340
1004,4G,2524,EYK,VKO,,0,YK2,344,351
1005,4G,2524,NCU,VKO,,0,73G,345,351
1006,4G,2524,NUX,TJM,,0,TU5,11,348
1007,4G,2524,NUX,UFA,,0,TU5,11,350
1008,4G,2524,NUX,VKO,,0,73G TU5,11,351
1009,4G,2524,NYM,OVS,,0,YK4,346,347
1010,4G,2524,NYM,VKO,,0,73G,346,351
1011,4G,2524,OVS,NYM,,0,YK4,347,346
1012,4G,2524,OVS,SVX,,0,YK4,347,13
1013,4G,2524,OVS,VKO,,0,YK2,347,351
1014,4G,2524,SVX,OVS,,0,YK4,13,347
1015,4G,2524,TJM,NUX,,0,TU5,348,11
1016,4G,2524,UCT,VKO,,0,YK2,349,351
1017,4G,2524,UFA,NUX,,0,TU5,350,11
1018,4G,2524,VKO,EYK,,0,YK2,351,344
1019,4G,2524,VKO,NCU,,0,73G,351,345
1020,4G,2524,VKO,NUX,,0,73G TU5,351,11
1021,4G,2524,VKO,NYM,,0,73G,351,346
1022,4G,2524,VKO,OVS,,0,YK2,351,347
1023,4G,2524,VKO,UCT,,0,YK2,351,349
1024,4H,8463,BKK,DAC,,0,AT7,163,356
1025,4H,8463,BZL,DAC,,0,DH8,352,356
1026,4H,8463,CCU,CGP,,0,AT7,353,354
1027,4H,8463,CCU,DAC,,0,AT7,353,356
1028,4H,8463,CGP,CCU,,0,AT7,354,353
1029,4H,8463,CGP,DAC,,0,DH8,354,356
1030,4H,8463,CGP,MCT,,0,313,354,361
1031,4H,8463,CXB,DAC,,0,DH8,355,356
1032,4H,8463,DAC,BKK,,0,AT7,356,163
1033,4H,8463,DAC,BZL,,0,DH8,356,352
1034,4H,8463,DAC,CCU,,0,AT7,356,353
1035,4H,8463,DAC,CGP,,0,DH8,356,354
1036,4H,8463,DAC,CXB,,0,DH8,356,355
1037,4H,8463,DAC,DXB,,0,313,356,357
1038,4H,8463,DAC,JED,,0,313,356,358
1039,4H,8463,DAC,JSR,,0,DH8,356,359
1040,4H,8463,DAC,KTM,,0,AT7,356,360
1041,4H,8463,DAC,KUL,,0,AT7,356,170
1042,4H,8463,DAC,MCT,,0,313,356,361
1043,4H,8463,DAC,SPD,,0,DH8,356,363
1044,4H,8463,DAC,ZYL,,0,313,356,364
1045,4H,8463,DXB,DAC,,0,313,357,356
1046,4H,8463,JED,DAC,,0,313,358,356
1047,4H,8463,JSR,DAC,,0,DH8,359,356
1048,4H,8463,KTM,DAC,,0,AT7,360,356
1049,4H,8463,KUL,DAC,,0,AT7,170,356
1050,4H,8463,MCT,CGP,,0,313,361,354
1051,4H,8463,MCT,DAC,,0,313,361,356
1052,4H,8463,RJH,DAC,,0,DH8,362,356
1053,4H,8463,SPD,DAC,,0,DH8,363,356
1054,4H,8463,SPD,RJH,,0,DH8,363,362
1055,4H,8463,ZYL,DAC,,0,313,364,356
1056,4K,29,YGZ,YRB,,0,DHT,365,366
1057,4K,29,YRB,YGZ,,0,DHT,366,365
1058,4M,3201,DFW,EZE,Y,0,777,367,368
1059,4M,3201,EZE,DFW,Y,0,777,368,367
1060,4M,3201,EZE,JFK,Y,0,777,368,369
1061,4M,3201,EZE,MIA,,0,777 763,368,370
1062,4M,3201,EZE,PUJ,,0,763,368,371
1063,4M,3201,JFK,EZE,Y,0,777,369,368
1064,4M,3201,MIA,EZE,,0,777 763,370,368
1065,4M,3201,MIA,PUJ,,0,763,370,371
1066,4M,3201,PUJ,EZE,,0,763,371,368
1067,4M,3201,PUJ,MIA,,0,763,371,370
1068,4N,341,YEG,YXY,,0,737,372,375
